user,content,like,time
停鸽场没有鸽位,这就是鸡煲啊，这里一个五小时那边一个六小时，其他角色做得到吗？[海虎表情包_高手],5,2024-06-07 11:12:38
碧悠姫,"会赢吗？
会赢的。
这就是我在尖塔第四喜欢的职业鸡煲，SL、调牌序、改随机数，从不可能中创造万分之一的奇迹，拯救卡组于水深火热之中[滑稽]
至于为什么鸡煲的卡组总是玩的水深火热，那你别问[滑稽]",4,2024-06-24 12:17:00
我的但是,鸡煲金卡:遍历算法,14,2024-06-07 12:39:25
万恶的啤酒肚,"鸡煲：俺相信你的SL，少年 我们会赢的[抠鼻]；  
少年：嘿嘿 冲
老年：你 说 的 对.... 老朽赢了[灵魂出窍]",3,2024-07-22 22:14:33
idnks暮空,好久没看到打的这么久的鸡煲了，上一次还是两费起一甲,3,2024-06-07 11:36:37
我推の米塔,"苦痛之路
无数次的sl
跨越多条世界线
掌控随机数之力
只为找到胜利的那条路
鸡煲：会赢吗？
光头：会赢的
高塔：没能让鸡煲大人使出全力",9,2024-06-07 11:09:35
这是博,地精头子：鸡煲，你贯彻了我的话[呲牙],9,2024-06-07 11:02:37
龙息刷牙没牙垢,封面鸡煲也太可怜了，老板就不卖陨石，回收你要不要吧，只能靠矛盾施舍的暴雪，还想要攻击药？你爱要不要吧！在心脏重压下苟且偷生，奋力刮痧,2,2024-06-07 11:05:49
daiwey,坚定了我绝对不玩鸡煲的决心,1,2024-06-08 03:28:57
紫澄花,这就是我们鸡煲，商店都能sl,1,2024-06-07 12:05:57
开心百合花-,鸡煲是这样的，别的角色烧牌，运转，开猛虎就行了，而鸡煲要考虑的就多了(我这个几分[脱单doge]),1,2024-06-07 11:54:05
我推の米塔,无数次重开sl的可能性，我们真的能做到！尖塔记录鸡煲单人5h不速通心碎碎心,1,2024-06-07 11:13:26
泛冬眠机ATKver,视频剪这么慢是鸡煲启动耽搁了吗,1,2024-06-07 11:01:51
夏崇,鸡煲经典赖着不死,2,2024-06-07 12:02:21
aka-allloser,鸡煲强鸭,1,2024-06-07 15:21:54
西木杨,还得是鸡煲会玩，总能整出惊天大活，之前那个凹了三天最后靠分辨率随机数的惊天一战还记忆犹新,0,2024-06-20 02:46:20
羚羊日记Charlie,鸡煲卡我观者启动了！,0,2024-06-18 02:42:37
我是W君0v0,别的职业爽就完了，只有我们的鸡煲艰难依然坚持💪,0,2024-06-08 20:22:13
Hotys,载入史册，我们鸡煲就是随机数领域大神,0,2024-06-07 21:50:36
不语シ,这局我在 7点多开始看的 然后十点多睡着了 醒来之后已经过十二点了 然后就看到鸡煲52/106 [doge],0,2024-06-07 21:01:20
略似故人影,鸡煲是这样的，破哥只需要边玩把歌单听完，而鸡煲需要考虑的就有很多了,0,2024-06-07 12:33:14
狂のAccelelrator,我12点过看还是鸡煲，还以为是小灶,0,2024-06-07 12:02:56
云销灬雨霁,我们鸡煲只需要一直SL就可以了，不像其他角色需要考虑的就很多了[tv_斜眼笑][tv_斜眼笑],0,2024-06-07 11:34:40
A-x-o-l-o-t-l,封面鸡煲可爱捏,0,2024-06-07 11:31:53
弃煜,封面的鸡煲可爱捏[doge],0,2024-06-07 11:19:10
Wit__,无论如何，这在尖塔史上都是一次壮举，真正的敌人不是尖塔，不是心脏，而是鸡煲自己(,0,2024-06-07 11:18:41
ArtisticAnarchy,鸡煲五小时爽种导演剪辑版,0,2024-06-07 11:07:07
JZL-XM,鸡煲，我的鸡煲！,0,2024-06-07 11:01:04
jack-311,鸡煲,0,2024-06-07 11:00:30
